iter	Logloss
470	0.1980379634
471	0.1978118893
472	0.1976419886
473	0.1973196197
474	0.1970163816
475	0.1968228549
476	0.1967141093
477	0.1965592471
478	0.1963066434
479	0.1960647009
480	0.1958622728
481	0.1957153021
482	0.195372297
483	0.1952879591
484	0.1950620645
485	0.1949647323
486	0.1947028055
487	0.1944761698
488	0.1943951215
489	0.1942918876
490	0.194002593
491	0.1937685203
492	0.1936647514
493	0.1935331322
494	0.1932920861
495	0.1932514276
496	0.1929948194
497	0.1927732108
498	0.1925379568
499	0.1923140661
500	0.1921535724
501	0.1920446561
502	0.1918579198
503	0.1917216064
504	0.1913639788
505	0.1910739274
506	0.1909626324
507	0.1908199015
508	0.1906118032
509	0.1902853547
510	0.1901334448
511	0.1899918611
512	0.1898236401
513	0.1897276388
514	0.1895231371
515	0.1892164029
516	0.1890030289
517	0.1887726198
518	0.1884722924
519	0.1880898364
520	0.1878222645
521	0.1877499946
522	0.1875428427
523	0.1873383995
524	0.187182662
525	0.187078483
526	0.1869047697
527	0.1866274564
528	0.1864083178
529	0.1861522916
530	0.185980314
531	0.1858076061
532	0.1856050438
533	0.1854543184
534	0.1853120148
535	0.1850004942
536	0.1847914289
537	0.1846676072
538	0.1845699655
539	0.1842660946
540	0.1840407048
541	0.1839556726
542	0.1836061825
543	0.1834476313
544	0.1833543085
545	0.1833051791
546	0.1830994202
547	0.1828948536
548	0.1827748577
549	0.1826039541
550	0.1824405478
551	0.1823137183
552	0.182182964
553	0.1819969516
554	0.1818412471
555	0.1817154419
556	0.1815506538
557	0.1811633468
558	0.1808893588
559	0.1805880758
560	0.1803784404
561	0.1801645444
562	0.1799965965
563	0.1797624757
564	0.1795644891
565	0.1793405509
566	0.1791707891
567	0.1790149433
568	0.1787915312
569	0.1786368626
570	0.1784262468
571	0.1781762596
572	0.1780195789
573	0.1778161272
574	0.1776490027
575	0.1774581458
576	0.1772189079
577	0.177041111
578	0.1768973464
579	0.1766734004
580	0.176499781
581	0.1762550325
582	0.1761784862
583	0.1759831727
584	0.1758280536
585	0.1757238425
586	0.1755733106
587	0.1752460848
588	0.1751367704
589	0.1749483206
590	0.1747725541
591	0.1746542661
592	0.1743795942
593	0.1742523315
594	0.1741021675
595	0.1738481877
596	0.173552036
597	0.1734339495
598	0.1731918733
599	0.1729989226
600	0.1728286029
601	0.1726167461
602	0.1724527415
603	0.1722280148
604	0.1719131559
605	0.1717426263
606	0.1715204122
607	0.171405799
608	0.1712672107
609	0.1709991952
610	0.1708854627
611	0.1705921551
612	0.1704516673
613	0.1703845352
614	0.1701896694
615	0.1700474768
616	0.1698724204
617	0.1697141356
618	0.1696205855
619	0.1695108633
620	0.1693517977
621	0.16922642
622	0.1690646471
623	0.1689717536
624	0.1687970644
625	0.1686529694
626	0.1684806251
627	0.1682938133
628	0.1681228791
629	0.167929778
630	0.1677149763
631	0.1675177725
632	0.1673848681
633	0.1672703686
634	0.1672059996
635	0.1669861494
636	0.1668064815
637	0.1665911855
638	0.1664466805
639	0.166267466
640	0.1660219454
641	0.165818039
642	0.1656576878
643	0.16550582
644	0.1654209047
645	0.165160404
646	0.1650361754
647	0.1648739087
648	0.1646885938
649	0.164444905
650	0.1642870822
651	0.1640854878
652	0.164009062
653	0.1637975666
654	0.1636247348
655	0.1635786722
656	0.1631633283
657	0.1629816377
658	0.1627515218
659	0.1626435634
660	0.1624554715
661	0.1622507152
662	0.1620965582
663	0.1619662683
664	0.1618272926
665	0.1616864634
666	0.1615568099
667	0.1613504673
668	0.1610915857
669	0.1608260594
670	0.1607678433
671	0.1606223385
672	0.1604882076
673	0.1603537362
674	0.1603010539
675	0.1601204942
676	0.1599806632
677	0.1598455077
678	0.159733127
679	0.1596198483
680	0.1593442871
681	0.1591889492
682	0.1589047262
683	0.158705832
684	0.1586292354
685	0.158442531
686	0.1582005533
687	0.1581011271
688	0.1580105303
689	0.1578243501
690	0.1577041409
691	0.1575967168
692	0.1573512838
693	0.1570366436
694	0.156683371
695	0.1564573952
696	0.1561682442
697	0.1560549559
698	0.1559100227
699	0.1556950883
700	0.1553987195
701	0.1551657584
702	0.1550369142
703	0.1549814448
704	0.1548619749
705	0.1546585245
706	0.1544939341
707	0.1542726476
708	0.1540493547
709	0.1539978848
710	0.1538781166
711	0.1536759534
712	0.1535504474
713	0.1534836802
714	0.1533594499
715	0.1532687789
716	0.1530424118
717	0.1528925784
718	0.1526718522
719	0.1525633173
720	0.1523701684
721	0.1522756702
722	0.1521904933
723	0.1519937241
724	0.1518692668
725	0.1516741427
726	0.1515083091
727	0.1513074713
728	0.1511796362
729	0.150994409
730	0.1508564589
731	0.150763232
732	0.1504988457
733	0.1503808002
734	0.1502150944
735	0.1501492913
736	0.1497790057
737	0.1496373288
738	0.1494460539
739	0.1492258931
740	0.1491658925
741	0.1489982988
742	0.1488894193
743	0.1487748028
744	0.1486283952
745	0.1485439079
746	0.1483738852
747	0.1482207846
748	0.1480763929
749	0.1478664914
750	0.147734055
751	0.1475769034
752	0.1473693407
753	0.1472232823
754	0.1470484585
755	0.1468859654
756	0.1467968313
757	0.1466697027
758	0.1465506466
759	0.1463683792
760	0.1462418527
761	0.1461209613
762	0.1459792065
763	0.1457352698
764	0.1455502412
765	0.14549677
766	0.1453644725
767	0.1452124347
768	0.1450975412
769	0.1449282662
770	0.1448091818
771	0.1446656262
772	0.1446305442
773	0.1445370835
774	0.1443995668
775	0.1443252944
776	0.1441701684
777	0.1439866527
778	0.1437402136
779	0.1436439217
780	0.1434816122
781	0.1433191442
782	0.1431961744
783	0.143030414
784	0.1429618606
785	0.1427722291
786	0.1426672678
787	0.1425654482
788	0.1423857142
789	0.1422395933
790	0.1420140752
791	0.1418556637
792	0.1416930242
793	0.1415422018
794	0.1413822961
795	0.1412904806
796	0.1411500553
797	0.1409476554
798	0.1407787123
799	0.1406314105
800	0.1403942665
801	0.1403533755
802	0.1400823208
803	0.1399532622
804	0.1397935342
805	0.1396186649
806	0.1395713231
807	0.1394324257
808	0.1392567464
809	0.1391391312
810	0.1389919902
811	0.1389229476
812	0.1388162957
813	0.1386416632
814	0.1384362589
815	0.1383067417
816	0.1382435733
817	0.1381517228
818	0.1379974088
819	0.1376825465
820	0.1376188118
821	0.1374994525
822	0.1374177471
823	0.1372989851
824	0.1371748739
825	0.13708621
826	0.1369282277
827	0.1367630414
828	0.1366653888
829	0.1363631371
830	0.136300025
831	0.1361597592
832	0.1360284843
833	0.1358470608
834	0.1357023777
835	0.135536986
836	0.1353874954
837	0.135249744
838	0.1350825294
839	0.1349602972
840	0.1348212921
841	0.1347549321
842	0.134598693
843	0.1344374934
844	0.1342261501
845	0.1340279599
846	0.1339458163
847	0.1338483927
848	0.1336786703
849	0.13362089
850	0.1334864164
851	0.1334256245
852	0.1333411175
853	0.1332066719
854	0.1330038279
855	0.1328272153
856	0.1326943157
857	0.1325688056
858	0.1323533271
859	0.1322494035
860	0.1321201588
861	0.1319695153
862	0.1317548033
863	0.1316892855
864	0.1316075448
865	0.1315411421
866	0.1313629853
867	0.1312777238
868	0.1312135493
869	0.1311248781
870	0.13097081
871	0.1308895305
872	0.1307799892
873	0.1306661884
874	0.1305887073
875	0.1304334804
876	0.1303266036
877	0.1301650264
878	0.1300106291
879	0.129993652
880	0.1298062124
881	0.1296824834
882	0.1295733393
883	0.1293760563
884	0.129290357
885	0.1291460401
886	0.1290773771
887	0.1289889255
888	0.1288519053
889	0.1287240213
890	0.1285897267
891	0.1283911242
892	0.1282219556
893	0.1280723955
894	0.1280398247
895	0.1279846359
896	0.1278890416
897	0.1278208499
898	0.1276751711
899	0.127597132
900	0.1275142261
901	0.1274510778
902	0.1272757201
903	0.1271829836
904	0.1270451287
905	0.1269411398
906	0.1268187974
907	0.1267219301
908	0.1267031494
909	0.1265898384
910	0.1264210498
911	0.126327024
912	0.1261776591
913	0.1259588815
914	0.1257775692
915	0.1257182699
916	0.1255903965
917	0.125477847
918	0.1252809923
919	0.1251079052
920	0.1248981219
921	0.1247730876
922	0.1247557359
923	0.1246859737
924	0.1245133578
925	0.1244791786
926	0.1243347309
927	0.124293441
928	0.1241755565
929	0.124135683
930	0.1240229296
931	0.123977424
932	0.1237893885
933	0.1236802982
934	0.1234815037
935	0.1233483308
936	0.1231319066
937	0.1231203168
938	0.1231040584
939	0.1228436642
940	0.1227183534
941	0.1225293469
942	0.122366764
943	0.1221966891
944	0.12215164
945	0.1220532264
946	0.1219698362
947	0.1218751691
948	0.1217599668
949	0.1217083174
950	0.1216235434
951	0.1214271097
952	0.1213253295
953	0.1212714853
954	0.1211893491
955	0.1210841484
956	0.1208727951
957	0.1207850778
958	0.12069219
959	0.1205766794
960	0.1204576084
961	0.1202110545
962	0.1200492126
963	0.1199365302
964	0.1197998617
965	0.1197051124
966	0.1195085065
967	0.1193455124
968	0.1192952552
969	0.1192532892
970	0.1191245015
971	0.1190192116
972	0.1189825203
973	0.1188348446
974	0.1186849691
975	0.1185371918
976	0.1184575055
977	0.1182696708
978	0.1180996553
979	0.1179531879
980	0.1178071176
981	0.1177192007
982	0.1176579509
983	0.1175753778
984	0.1175077397
985	0.1174302288
986	0.1173499036
987	0.1171860429
988	0.1170864334
989	0.1169848324
990	0.1169303977
991	0.1168578942
992	0.1167732499
993	0.1166507946
994	0.1165065952
995	0.1163702588
996	0.1163261531
997	0.1162573243
998	0.1161837063
999	0.1160397725
